1;2;16;24;38
1;2;16;24;51
1;2;16;25;37
1;2;16;25;50
1;2;24;29;38
1;2;24;42;51
1;2;25;29;37
1;2;25;42;50
1;2;29;37;51
1;2;29;38;50
1;2;37;42;51
1;2;38;42;50
1;3;15;24;38
1;3;15;24;51
1;3;15;25;37
1;3;15;25;50
1;3;15;37;51
1;3;15;38;50
1;3;24;28;38
1;3;24;28;51
1;3;24;38;41
1;3;24;41;51
1;3;25;28;37
1;3;25;28;50
1;3;25;37;41
1;3;25;41;50
1;3;28;37;51
1;3;28;38;50
1;3;37;41;51
1;3;38;41;50
1;10;13;15;37
1;10;13;15;38
1;10;13;15;50
1;10;13;15;51
1;10;13;16;37
1;10;13;16;38
1;10;13;16;50
1;10;13;16;51
1;10;13;24;28
1;10;13;24;41
1;10;13;25;28
1;10;13;25;41
1;10;13;28;37
1;10;13;28;38
1;10;13;28;50
1;10;13;28;51
1;10;13;29;38
1;10;13;37;41
1;10;13;38;41
1;10;13;41;50
1;10;13;41;51
1;10;13;42;51
1;10;15;24;26
1;10;15;24;38
1;10;15;24;39
1;10;15;24;51
1;10;15;25;26
1;10;15;25;37
1;10;15;25;39
1;10;15;25;50
1;10;15;26;37
1;10;15;26;38
1;10;15;26;50
1;10;15;26;51
1;10;15;37;38
1;10;15;37;39
1;10;15;37;51
1;10;15;38;39
1;10;15;38;50
1;10;15;39;50
1;10;15;39;51
1;10;15;50;51
1;10;16;25;26
1;10;16;25;39
1;10;24;25;28
1;10;24;25;41
1;10;24;26;28
1;10;24;26;29
1;10;24;26;41
1;10;24;28;38
1;10;24;28;39
1;10;24;28;51
1;10;24;38;41
1;10;24;39;41
1;10;24;39;42
1;10;24;41;51
1;10;25;26;28
1;10;25;26;29
1;10;25;26;41
1;10;25;28;37
1;10;25;28;39
1;10;25;28;50
1;10;25;37;41
1;10;25;39;41
1;10;25;39;42
1;10;25;41;50
1;10;26;28;50
1;10;26;28;51
1;10;26;29;50
1;10;26;29;51
1;10;26;37;41
1;10;26;38;41
1;10;26;41;50
1;10;26;41;51
1;10;26;42;51
1;10;28;37;39
1;10;28;37;51
1;10;28;38;39
1;10;28;38;50
1;10;28;39;50
1;10;28;39;51
1;10;28;50;51
1;10;29;38;39
1;10;37;38;41
1;10;37;39;41
1;10;37;39;42
1;10;37;41;51
1;10;38;39;41
1;10;38;39;42
1;10;38;41;50
1;11;13;15;38
1;11;13;15;51
1;11;13;16;38
1;11;13;16;51
1;11;13;23;28
1;11;13;23;41
1;11;13;25;28
1;11;13;25;41
1;11;13;28;36
1;11;13;28;38
1;11;13;28;51
1;11;13;29;38
1;11;13;38;41
1;11;13;41;49
1;11;13;41;51
1;11;13;42;51
1;11;15;23;26
1;11;15;23;38
1;11;15;23;39
1;11;15;23;51
1;11;15;25;26
1;11;15;25;39
1;11;15;26;36
1;11;15;26;38
1;11;15;26;51
1;11;15;29;38
1;11;15;36;38
1;11;15;38;39
1;11;15;39;49
1;11;15;39;51
1;11;15;42;51
1;11;15;49;51
1;11;16;25;26
1;11;16;25;28
1;11;16;25;39
1;11;16;25;41
1;11;23;25;28
1;11;23;25;41
1;11;25;26;28
1;11;25;26;29
1;11;25;26;41
1;11;25;28;36
1;11;25;28;39
1;11;25;39;41
1;11;25;39;42
1;11;25;41;49
1;11;26;28;51
1;11;26;29;51
1;11;26;36;41
1;11;26;38;41
1;11;26;41;49
1;11;26;41;51
1;11;26;42;51
1;11;28;36;39
1;11;28;36;51
1;11;28;38;39
1;11;28;39;49
1;11;28;39;51
1;11;28;42;51
1;11;28;49;51
1;11;29;38;39
1;11;29;38;41
1;11;36;38;41
1;11;38;39;41
1;11;38;39;42
1;11;38;41;49
1;12;13;15;37
1;12;13;15;50
1;12;13;16;37
1;12;13;16;50
1;12;13;23;28
1;12;13;23;41
1;12;13;24;28
1;12;13;24;41
1;12;13;28;36
1;12;13;28;37
1;12;13;28;50
1;12;13;29;36
1;12;13;29;37
1;12;13;37;41
1;12;13;41;49
1;12;13;41;50
1;12;13;42;49
1;12;13;42;50
1;12;15;23;26
1;12;15;23;37
1;12;15;23;39
1;12;15;23;50
1;12;15;24;26
1;12;15;24;39
1;12;15;26;36
1;12;15;26;37
1;12;15;26;50
1;12;15;29;37
1;12;15;37;39
1;12;15;39;49
1;12;15;39;50
1;12;15;42;50
1;12;16;23;26
1;12;16;23;39
1;12;16;24;26
1;12;16;24;28
1;12;16;24;39
1;12;16;24;41
1;12;24;26;28
1;12;24;26;29
1;12;24;26;41
1;12;24;28;36
1;12;24;28;39
1;12;24;39;41
1;12;24;39;42
1;12;24;41;49
1;12;26;28;50
1;12;26;29;50
1;12;26;36;41
1;12;26;37;41
1;12;26;41;49
1;12;26;41;50
1;12;26;42;49
1;12;26;42;50
1;12;28;36;39
1;12;28;36;50
1;12;28;37;39
1;12;28;39;49
1;12;28;39;50
1;12;28;42;50
1;12;29;36;39
1;12;29;37;39
1;12;29;37;41
1;12;37;39;41
1;12;37;39;42
1;12;37;41;49
1;13;15;37;51
1;13;15;38;50
1;13;16;37;51
1;13;16;38;50
1;13;23;28;37
1;13;23;28;38
1;13;23;28;50
1;13;23;28;51
1;13;23;29;38
1;13;23;37;41
1;13;23;38;41
1;13;23;41;50
1;13;23;41;51
1;13;23;42;51
1;13;24;28;36
1;13;24;28;38
1;13;24;28;51
1;13;24;29;38
1;13;24;38;41
1;13;24;41;49
1;13;24;41;51
1;13;24;42;51
1;13;25;28;36
1;13;25;28;37
1;13;25;28;50
1;13;25;29;36
1;13;25;29;37
1;13;25;37;41
1;13;25;41;49
1;13;25;41;50
1;13;25;42;49
1;13;25;42;50
1;13;28;36;50
1;13;28;36;51
1;13;28;37;51
1;13;28;38;50
1;13;29;37;51
1;13;29;38;50
1;13;37;41;49
1;13;37;41;51
1;13;37;42;51
1;13;38;41;49
1;13;38;41;50
1;13;38;42;50
1;15;23;26;37
1;15;23;26;38
1;15;23;26;50
1;15;23;26;51
1;15;23;37;38
1;15;23;37;39
1;15;23;37;51
1;15;23;38;39
1;15;23;38;50
1;15;23;39;50
1;15;23;39;51
1;15;23;50;51
1;15;24;26;36
1;15;24;26;38
1;15;24;26;51
1;15;24;29;38
1;15;24;36;38
1;15;24;38;39
1;15;24;39;49
1;15;24;39;51
1;15;24;42;51
1;15;24;49;51
1;15;25;26;36
1;15;25;26;37
1;15;25;26;50
1;15;25;29;37
1;15;25;37;39
1;15;25;39;49
1;15;25;39;50
1;15;25;42;50
1;15;26;36;50
1;15;26;36;51
1;15;26;37;51
1;15;26;38;50
1;15;29;37;51
1;15;29;38;50
1;15;36;38;50
1;15;37;39;49
1;15;37;39;51
1;15;37;42;51
1;15;37;49;51
1;15;38;39;49
1;15;38;39;50
1;15;38;42;50
1;16;23;26;38
1;16;23;39;51
1;16;24;26;38
1;16;24;26;51
1;16;24;28;38
1;16;24;28;51
1;16;24;38;39
1;16;24;38;41
1;16;24;39;51
1;16;24;41;51
1;16;25;26;36
1;16;25;26;37
1;16;25;26;50
1;16;25;28;37
1;16;25;28;50
1;16;25;37;39
1;16;25;37;41
1;16;25;39;49
1;16;25;39;50
